1: 能不能增加点有意思的副本或者活动，好多节日连个活动都没有，时间久了会腻的
8294: 妈吃饭玩这个，睡觉玩这个，看电视还玩这个，我看着要疯了。不过这游戏很好

8295: 本来不怎么玩游戏哒，自从玩了天龙根本停不下来，超赞

8296: 我的华为手机完美运行，一点也不卡

8297: 很好玩，是我玩过游戏中最后玩的

8298: 那会玩天龙八部端游好几天了。特别喜欢的一个游戏，现在感觉手机版本的也不错，不劳逸结合钱也可以玩下去，支持下。

8299: 游戏有一定的难度，不过还是比较喜欢的。

8300: 电脑手机，替换着玩天龙，爽歪歪。

8301: 每次坐地铁时候玩，感觉时间过得很快，也就不寂寞了

8302: 对于一个老玩家来说，对游戏是很挑的，这款游戏能让我玩的很上瘾，真不错

8303: 挺好玩的,我还推l荐给我弟弟玩,他也挺喜欢的

8304: 有些人心理就是有问题，不能说游戏好，凡是说好的，在他心就成了托了，

8305: 电脑版的天龙八部在这部手游里得到了最大的体现。

8306: 卡死了，并且登录老连接丢失，我刚准备冲钱呢，还好没冲

8307: 为什么更新之后就秒退，太纠结。

8308: GM啊，赐我几个60装吧，打了好几天了，都没出个60装。坑死了。

8309: 为什么进去就秒退好。

8310: 只有无线才可以进啊

8311: 新版卡机卡得利害

8312: 为什么有些无线网可以上，有一些上不了。 求速度改进

8313: 在这里评论能的积分哇

8314: 卡死了卡啊。准备放弃不玩儿了

8315: 客服电话还是QQ是多少？首充的武器显示已发放但是什么都没有？？？

8316: 好吧，现在更新成功了，居然进不去！你逗我那！┻━┻︵╰(‵□′)╯︵┻━┻

8317: 原来的一手遮天区那去了，以前用微信号上的，现在怎么上不了，号那去了

8318: 更新完，真心卡，要改进呀！要不真的玩不了了

8319: 原来的区那去了

8320: 什么凌波微步，垃圾轻功，还需什么战意，草
可惜我五百元宝了

8321: 这什么凌波微步？？垃圾轻功，尼玛想使用还战意不足…草！！浪费我五百元宝！！

8322: 都没人理你这些小屁民

8323: WiFi能上流量进不去，垃圾，礼包少，不打折，别在360下，看看人家九游版的

8324: 怎么打不开

8325: 三星s5完美运行，建议wifi，要不就4g，3g会卡。现在65级，完美运行。

8326: 以前的号怎么找不到了

8327: 更新后，表示开不了，早上明明还是可以的

8328: 怎么更新是要重新下载的？

8329: 刚开始还行，现在太卡了，想玩没法玩，差，差，差

8330: 更新以后怎么玩一会就自动退出来呀？？？？

8331: 昨天的新版本怎么下都下不了！

8332: 游戏很好，说不好的找自己原因。安装不了，你手机有问题！说什么都要屏良心说！

8333: 更新完了为什么上不去？到底怎么回事

8334: 新版本手机没法安装，显示正在安装，装了一夜还没装好，平板更新没问题。什么原因

8335: 更新后简直卡到姥姥家了   挂机打个野怪 直接卡到死  画面一切直接让复活  真是越来越垃圾了。

8336: 昨天更新的版本安装不了

8337: 能否说明一下，为什么轻功版要挂带这么多广告下载链接？？？？？？？

8338: 移动联网联不上WLfi也不行移动的！

8339: 怎么搞的6点钟掉线到现在一直上不去啊

8340: 官方  能解释一下 为什么用流量上不了了

8341: 游戏挺不错的，有些游戏地方和电脑版的天龙八部一样哈

8342: 看名字和图片就感觉很厉害，果断下载

8343: 还过得去 角色打法能再丰富些就好了。 各路玩家自行体验吧

8344: 现在游戏很多，都不知道玩好个好了，感觉这游戏还可以。

8345: 移动网上不去，求解释

8346: 冲着天龙八部这个名字来了，这游戏也果然没有让我失望，好玩，与电脑游戏一点也不逊色！！看名字和图片就感觉很厉害，果断下载

8347: 电视剧看这，小说看过。电脑游戏玩过，现在就剩下这天龙八部手游了，当然要接着玩了。

8348: 为什么用流量进不去了  卧槽

8349: 更新后 怎么用流量登不进去了

8350: 更新后秒退

8351: 之从更新以后这个游戏太费流量了！

8352: 【优化】战力特效调整：视觉效果更加精致 优化完了还不如不优化呢

8353: 不是充钱给360币么？怎么还不给

8354: 好用

8355: 为什么更新完一进游戏就出来了

8356: 更新完后太卡了，卡的我已经无语了

8357: 更新你妹啊！

8358: 老子更新了一直进不去呀，更新失败，czo

8359: 怎么登不上啊

8360: 这游戏也有错乱的时候有次打天降奇珍发出的路线信息是苍山4线，结果找半天木有4线？……

8361: 更完进不了

8362: 我怎么玩不了以前的号了？以前是华为账号

8363: 更新之后！流量果断进不去！我勒个去啊，啥意思啊？？？歧视啊

8364: 昨天的活动奖励啥时候发？

8365: 怎么天龙手机网络不可以玩，求解答？

8366: 下载了  怎么进不了啊

8367: 开始挺好玩的  后来就是刷级了  挺不错的  我喜欢这种

8368: 每个门派男女都有就好了

8369: 请问更新的都不认识表了么？！从两点更新到四点再到五点，现在都九点了还没有更新完？？？！！！

8370: 还是没解决GPRS更新不了的情况？？？什么原因？？给个答复？？

8371: 游戏玩得很顺手，是我喜欢的那种。

8372: 畅快的连招，绚丽的画面，玩游戏就是要人玩的爽，而不是被游戏玩的爽！！！

8373: 玩了几天感觉属于游戏当中算 很不错的了。电视剧看完玩手游 ，相对目前手游 来说以武侠题材塑造手游 ，真心不错。

8374: 很久没有热衷于一个游戏，现在全家人都在玩，而且个个都很上瘾

8375: 我坚持的最久的游戏了～很好玩就是难度越来越大呃。加油

8376: 游戏剧情衔接的很好 画面也很绚丽

8377: 这个游戏很棒，休闲的时候可以玩一玩。

8378: 真心不错，真不知道喷这个游戏的人咋想的……

8379: 必须五星。玩了才知道。画面很好。

8380: 提好的，真的不错，.反正我是觉的很好！！！！！！！！！

8381: 为啥这两天wifi能进，移动网络没问题却登不上，别的游戏都可以

8382: 狗，日的老是更新失败

8383: 为啥我的帐号显示不存在

8384: 尼玛，一更新就又得重新下载，流量啊！

8385: 我想知道为什么更新完之后老子的人物就没有了！老子钱斗白花了

8386: 我下完之后流量进不去要wifi才能进，草，要是在外面就没得玩了。坑爹啊！

8387: 中国的游戏就应该有中国特色水墨风格最能体现这一点。

8388: 真心是很好玩的，越玩越有意思哦，早上起来第一件事就是天龙

8389: 玩玩还真心不错，帮派天天都有人，不无聊，

8390: 各个方面都很有特色，感觉很不错。

8391: 这是一款很不错的游戏，现在正在玩。

8392: 这个游戏很经典，也很好玩，考验智力

8393: 用无线网玩可以，画面很好，可玩性也好

8394: 打击感较强。比较耐玩。看着就热血。以前喜欢看天龙八部，现在出了这款游戏了要玩啊，人物也很有特色。

8395: 终于珂以玩了，期待了很久的游戏。完美不愿了最原汁原味的金庸武侠元素。战斗和PK都很爽快。

8396: 说实话真心不错。。。。不过中国手游做成这样真的是业界良心啦！！！！！咳咳~~~真心是现在手游3D最美腻的啦~~~

8397: 想尽快把号练上去，想建自己的帮派。

8398: 上厕所也在玩哇，上班在哦，偷偷的玩。

8399: 游戏非常好，特别是那些技能太炫了。

8400: 天龙这么好玩，，，说有问题的 马勒戈壁的自己手机烂，，，吃屎去

8401: 不错终于等到这款游戏开测了，太爽了。

8402: 从来没玩过手游的我，感觉这不游戏很不错，界面很好，人物也生动，想起了小时候

8403: 我也喜欢这个游戏，比现在宣传的很火的那两款游戏好玩多了，画面精美。玩其他游戏时什么都不健全，莫名其妙的

8404: 支持天龙八部！老子是壮志凌云的！啥时候和服啊！老开新服！多给店福利啊！

8405: 最好的游戏之一就是这个了，超级赞

8406: 一直保持在IOS前20，果断是有魅力啊！

8407: 360的太垃圾，千万别下，进不了游戏，礼包少，你去九游看看，360就是一坑

8408: 下完之后wifi进不去，流量又TM可以进！

8409: 尼玛，现在可以玩，又要更新又更新不了，冲的钱都白冲了，我去

8410: 哎，无聊中的无聊。不想多说什么

8411: 尼玛逼的，让劳资充了近一千多万的游戏却玩不了！真踏马坑爹！

8412: 这样更新，官方应该要对用户进行补偿

8413: 靠，以前的号都找不到了

8414: 太棒了我已经v5了，谢谢你们,游戏好棒

8415: 为什么更新后登陆不进去？老是提示网络连接不上

8416: 怎么更新服务器，我的账号人物又得重新建人物啊，我以前号没有了

8417: 又要更新，又不能更新，无语

8418: 尼玛，更新完了号不看见了，艹什么意思

8419: 垃圾全是垃圾更新有个时间没  就这么几个人玩还要排队   你啦人气啊   张朝阳

8420: 今天更新一天到晚、更新个毛啊！两点吹到5点、我草

8421: 求补偿

8422: 你娘的！又要更新，老子流量不是钱啊？真他妈的伤不起……

8423: 尼玛这么还没开2点到4点现在又说5点

8424: 我也要，补偿，一天忽悠我们三次，什么意思，第三次也得补偿，十三区，纵横天下 角色：情剑草草，第一次忽悠300元宝，第二次，忽悠，200，现在又是17点，结果不给补偿了，80级吊坠和帽子，两个周扫不到。。。你晚上夜里更新也好呀，。。今天这个那个离开回归礼包也送我吧，

8425: 到底什么时候更新完毕，不要这么坑

8426: 组队操作性太差，世界频道都乱刷屏，聊个天都费劲。

8427: 泥马~14点开 然后说16点开 然后说17点开，更个新你们到底要什么时候开？？？？

8428: 这游戏值得一玩，我也不多说，实在是太好玩了

8429: 感觉还行，小小推荐一下。17区，纯情小和尚，求伙伴

8430: 无语，是不是开不出来了- -

8431: 垃圾游戏，官方今天一直维护，系统告示开服时间一直响后延迟几小时，就算要玩也不要玩360版的，360最不要p脸了。

8432: 邦定元宝为什么不能与玩家交易，，，，，，，，，，

8433: 我去你马，说两点维护好，推到4点，4点又推到5点，官方说话放屁呢？

8434: 吃屎吧，早上说下午14点，14点后又说16点，16点又说17点，滚粗，赶紧滚去吃屎！直接卸了尼玛

8435: 妈的，又变成17点开启了。

8436: 呵呵，维护到2点推4点，现在又推5点！！什么JB游戏

8437: 5点了笑

8438: 呵呵，14点推16点，16点又推17点，更新你 麻 批，艹

8439: 尼玛，说是2点完，又尼玛改成4点，现在又尼玛改成5点，还他妈行不行了

8440: 我八十级，之前很流畅，更新完后直接闪退，艹看来要换游戏了

8441: 还不开启，擦了

8442: 更新更一天了。又说16点开启，现在16点30了还上不去。给个说法，是不是明天的16点才能上

8443: 巨好玩，巨过瘾，游戏中的战斗机~大家快来下吧

8444: 上厕所也在玩哇，上班在哦，偷偷的玩。

8445: 游戏非常好，特别是那些技能太炫了。

8446: 天龙这么好玩，，，说有问题的 马勒戈壁的自己手机烂，，，吃屎去

8447: 不错终于等到这款游戏开测了，太爽了。

8448: 你们打不开别说游戏不好好不好傻逼！畅游出游戏总是不错，这个游戏既有动作又有美人系统，是款很不错的游戏，老子600块钱的手机完美运行！
