1: 我发现这游戏有漏洞，可以刷车和钻石还有币，我都刷了不少，车全刷完了。
4829: 垃圾游戏  不公平  人民币车子还不如普通的小汽车

4830: 我获得了晨哥和邓超

4831: 更新完，就进不去了，白花好几十

4832: 大黄蜂变身！

4833: 跑起来~你能赢!

4834: 为了跑男们顶起来！

4835: 赛车游戏太棒了！

4836: 奔跑吧兄弟们！！

4837: 跑男们开赛车

4838: 为了男神女神！！！

4839: 决战首尔玩法不错呀 还有济州岛呢

4840: 我要努力攒名牌换大奖！

4841: 奔跑吧兄弟最后是赛车游戏 我喜欢

4842: 跑男版赛车游戏！不错哦！

4843: 我喜欢李晨！

4844: 陈赫有吗有吗！！

4845: 宝宝游戏里会说话吗？

4846: 游戏中能看到我偶像啦！

4847: baby是我女神！

4848: 我喜欢baby！

4849: 我喜欢邓超

4850: 兄弟们加油啊！

4851: 期待跑男们啊！

4852: 玩着玩着打不开了，钱都白冲了

4853: 闪退操

4854: 一不小心花15元买了辆车

4855: 千万不能更新·更新以后·所有的东西就没有了·包括财产·等级·甚至花钱买的东西·

4856: 我TM就呵呵了  更新以后就进不去  尽挖坑害人 车白买了 钱白冲了

4857: 坑！！！花15买的车没有了！！！

4858: 五星，游戏很好，我买了一辆跑车，改装到十五级了，很给力

4859: 爱车神爱生活哈哈

4860: 我想要弄自己喜欢的样式的赛车

4861: 跑车360观看赞啊！

4862: 震动不错 但是默认能关掉吗

4863: 震动感觉不错

4864: 还能切换视角 大家试一试

4865: 嗯还不错，渣操作也能玩哈哈

4866: 这游戏道具设置的不错啊

4867: 话说汽车人有擎天柱就更棒了

4868: 我爱大黄蜂！

4869: 变形金刚还能变身呢！太赞了！

4870: 还有变形金刚？爽

4871: 里面的赛车都好棒啊

4872: 能玩很久的好玩的赛车手游

4873: 玩法好有特色啊

4874: 赛车游戏的经典！

4875: １进游戏听到音乐我就ＨＩＧＨ了

4876: 新手上路多多指教啊

4877: 无语 现在跑首尔 我满级勒芒之王加满级超哥~居然跑不了第三名@！！！！我想说GM你真是够了！！！

4878: 尼玛！往后闯关越来越难，必须烧钱才能过去！坑爹呀……

4879: 这个能用葫芦吓吗？？？

4880: 下载半天下载不上，看大家评价都挺好的。

4881: 真坑，玩一局就要花钱

4882: 对这个游戏期待很高啊！

4883: 邓超的头像太帅了～

4884: 高端大气上档次，低调奢华玩车神

4885: 现在已经忽略了手机里的其他游戏

4886: 我想要豪车

4887: 居然有一次做梦也跑了好几轮

4888: 最近和哥们联系过密，多半因为车神啊

4889: 已经推荐给很多朋友下载

4890: 果然没有让我失望

4891: 身边的都人都在玩，我也下载一个试试

4892: 每晚奋战的后半夜，难以入眠

4893: 女朋友竟然比我还入迷

4894: 真的很好玩思密达

4895: 玩车神的我，经常忽略了偶地女盆友

4896: 现在已经爱不释手了

4897: 加速的效果真的是炫酷啊

4898: 无聊ing….玩车神就对了

4899: 画面简直非常炫酷啊

4900: 我为车神代言

4901: 不喜欢这两个货

4902: 新鲜劲没了就乏了

4903: 坑爹啊   更新后老闪退 重装了一下  进了游戏后  发现我的卡车不见了

4904: 不好玩！

4905: 买不了车

4906: 感觉初期钱不好赚

4907: 不好玩

4908: 我来评分一下5公

4909: 不玩我是车神，你就out了。

4910: 赛车游戏哪家强？我是车神数最强

4911: 上班开小差我也得跑一圈

4912: 奔跑吧大兄弟，游戏效果不错，操作简单

4913: 宝哥画的好帅 哈哈哈

4914: 我家超哥就是帅~

4915: 好评，跑的太过瘾了

4916: 说好的陈赫呢，好男人就是我

4917: 撕名牌，100个，这得撕多久啊

4918: 哈哈哈，决战首尔，各种一片大树，一片小人

4919: 我家BABY的声音啊，有点伤不起啊

4920: 我跑了半天，各种赢也烦啊

4921: 不要走，决战到济州啊！

4922: 各种赛车各种买，哥就是这么任性

4923: 我秋名山也无压力

4924: 秋名山无压力啊！

4925: 决战首尔进去的时候，有时候需要等会

4926: 飞弹走起！嗖~

4927: 无压力各种第一~

4928: 操作还真比较简单啊

4929: 花了十五买变型大黄锋，钱花了，车没有！！！sb

4930: 我的AE86！我的拓海！

4931: 跑起来根本停不下来！！

4932: 销魂的布加迪！

4933: 漂移的感觉就是爽！就是这个FEEL!被儿爽

4934: 我的天使！我的BABY!

4935: 居然还有农用三轮车！哈哈哈

4936: 我的红色传奇就是牛逼！

4937: 暗夜路霸各种撞不犹豫！！

4938: 宝哥的声音依然那么有喜感！

4939: 济州岛！！I LIKE!

4940: 名牌我来了！！

4941: 警车开道！！统统都给我让开~

4942: 超哥，超帅有木有！

4943: 说好的李晨呢

4944: 大黄蜂变身！

4945: 跑起来~你能赢!

4946: 为了跑男们顶起来！

4947: 赛车游戏太棒了！

4948: 奔跑吧兄弟们！！

4949: 跑男们开赛车

4950: 为了男神女神！！！

4951: 决战首尔玩法不错呀 还有济州岛呢

4952: 我要努力攒名牌换大奖！

4953: 奔跑吧兄弟最后是赛车游戏 我喜欢

4954: 跑男版赛车游戏！不错哦！

4955: 我喜欢李晨！

4956: 陈赫有吗有吗！！

4957: 宝宝游戏里会说话吗？

4958: 游戏中能看到我偶像啦！

4959: baby是我女神！

4960: 我喜欢baby！

4961: 我喜欢邓超

4962: 兄弟们加油啊！

4963: 期待跑男们啊！

4964: 爱车神爱生活哈哈

4965: 我想要弄自己喜欢的样式的赛车

4966: 要是能装饰自己的赛车就好了

4967: 跑车360观看赞啊！

4968: 震动不错 但是默认能关掉吗

4969: 震动不错 但是默认能关掉吗

4970: 震动感觉不错

4971: 艹，礼包点了两次就扣两次钱，还他妹的毛都没有，

4972: 给差评的。。。你们是来找茬的吗？那么。滚远点

4973: 不会玩就说。。。技术不过关就抱怨游戏不好，都让你超过了，那还有什么意思，说不好的都是手机太渣，鉴定完毕

4974: 渣子中的战斗机

4975: 好玩~~玩到5-7了~~

4976: 不会玩就别瞎说

4977: 今天怎么上不了了啊？跟新之后就进不去了！

4978: 垃圾，进都进不去，劝大家別下载

4979: 退出游戏在上来以后我的大黄蜂就没了    一切从零开始 坑啊

4980: 不要下啊！垃圾游戏，玩不了！！！！！！垃圾中的战斗机！！！

4981: 还能切换视角 大家试一试

4982: 嗯还不错，渣操作也能玩哈哈

4983: 这游戏道具设置的不错啊

4984: 我喜欢火凤凰

4985: 话说汽车人有擎天柱就更棒了

4986: 我爱大黄蜂！

4987: 变形金刚还能变身呢！太赞了

4988: 还有变形金刚？爽

4989: 里面的赛车都好棒啊

4990: 能玩很久的好玩的赛车手游

4991: 玩法好有特色啊

4992: 赛车游戏的经典！

4993: １进游戏听到音乐我就ＨＩＧＨ了

4994: 新手上路多多指教啊

4995: 对这个游戏期待很高啊！

4996: 邓超的头像太帅了～

4997: 高端大气上档次，低调奢华玩车神

4998: 现在已经忽略了手机里的其他游戏

4999: 我想要豪车

5000: 上周参加决战首尔，可是奖励却没有。真让我无语了！

5001: 怎么一进游戏就闪退啊！进不去啊！

5002: 什么情况啊，一会儿闪退，一会儿闪退，还让不让人活了

5003: 推荐 单机 冒险游戏  杰克大冒险 。很好玩

5004: 我操，更新了，里面的车全没了！垃圾游戏，千万别下

5005: 不好玩

5006: 我更新完了为什么进不去啊，点进去到100%的时候就直接退回手机画面了

5007: 垃圾游戏，果断卸载

5008: 都不要充钱，玩着玩着就进不了游戏了，不充钱又玩不走，卸载重装买的东西又全都没了，坑钱的，老子的漂移，擎天柱，矿车，准星还有几个经纪人都没了，

5009: 根本打不开！

5010: 居然有一次做梦也跑了好几轮

5011: 最近和哥们联系过密，多半因为车神啊

5012: 已经推荐给很多朋友下载

5013: 果然没有让我失望

5014: 我的880速度跑起来就是爽啊

5015: 身边的都人都在玩，我也下载一个试试

5016: 每晚奋战的后半夜，难以入眠啊

5017: 女朋友竟然比我还入迷

5018: 真的很好玩思密达

5019: 玩车神的我，经常忽略了偶地女盆友

5020: 现在已经爱不释手了

5021: 加速的效果真的是炫酷啊

5022: 无聊ing….玩车神就对了

5023: 画面简直非常炫酷啊

5024: 我为车神代言

5025: 不玩我是车神，你就out了。

5026: 赛车游戏哪家强？我是车神数最强。

5027: 上班开小差我也得跑一圈

5028: 奔跑吧大兄弟，游戏效果不错，操作简单

5029: 宝哥画的好帅 哈哈哈

5030: 我家超哥就是帅~

5031: 为什么不用帐号登录，只能在一个手机上玩。

5032: 烂游戏！！！坑我们钱！大家不要玩！

5033: 话说，还行吧花了点钱vip车全部买了，改装满级。通关无压力。漂移的速度最快……

5034: 签到到19天游戏就打不开了，我无语了，浪费我时间，又不能卸载重装

5035: 还可以，不用连网

5036: 太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太太好玩了

5037: 什么SB玩意
根本登不上去。草草草，还差一天就能领取礼包了，R~~！！！！！！！！！！！

5038: 好评，跑的太过瘾了

5039: 说好的陈赫呢，好男人就是我

5040: 撕名牌，100个，这得撕多久啊

5041: 哈哈哈，决战首尔，各种一片大树，一片小人

5042: 我家BABY的声音啊，有点伤不起啊

5043: 我跑了半天，各种赢也烦啊

5044: 不要走，决战到济州啊！

5045: 各种赛车各种买，哥就是这么任性

5046: 我秋名山也无压力

5047: 秋名山无压力啊！

5048: 决战首尔进去的时候，有时候需要等会

5049: 飞弹走起！嗖~

5050: 无压力各种第一~

5051: 操作还真比较简单啊

5052: 我的AE86！我的拓海！

5053: 跑起来根本停不下来！！

5054: 销魂的布加迪！

5055: 漂移的感觉就是爽！就是这个FEEL!被儿爽

5056: 我的天使！我的BABY!

5057: 居然还有农用三轮车！哈哈哈

5058: 关卡太难过，白花钱提升到820了，我日。

5059: 虽然我还没玩,但肯定是好玩啦

5060: 礼包那里兑换呢

5061: 车辆付款后就没办法打开了，??

5062: 我的红色传奇就是牛逼！

5063: 暗夜路霸各种撞不犹豫！！

5064: 宝哥的声音依然那么有喜感！

5065: 济州岛！！I LIKE!

5066: 名牌我来了！！

5067: 警车开道！！统统都给我让开~

5068: 超哥，超帅有木有！

5069: 说好的李晨呢

5070: 大黄蜂变身！

5071: 跑起来~你能赢!

5072: 为了跑男们顶起来！

5073: 赛车游戏太棒了！

5074: 奔跑吧兄弟们！！

5075: 跑男们开赛车

5076: 为了男神女神！！！

5077: 为了男神女神！！！

5078: 决战首尔玩法不错呀 还有济州岛呢

5079: 我要努力攒名牌换大奖！

5080: 奔跑吧兄弟最后是赛车游戏 我喜欢

5081: 跑男版赛车游戏！不错哦！

5082: 我喜欢李晨！

5083: 三星9260都闪退？

5084: 为啥买了车以后就不能玩了？每次都闪退

5085: 忠心劝告。最好别下载。进都进不去

5086: 不好玩

5087: 好好玩！每天必须玩的游戏 就是耗电很快

5088: 陈赫有吗有吗！！

5089: 宝宝游戏里会说话吗？

5090: 游戏中能看到我偶像啦！

5091: baby是我女神！

5092: 我喜欢baby！

5093: 我喜欢邓超

5094: 兄弟们加油啊！

5095: 期待跑男们啊！

5096: 爱车神爱生活哈哈

5097: 我想要弄自己喜欢的样式的赛车

5098: 要是能装饰自己的赛车就好了

5099: 跑车360观看赞啊！

5100: 震动不错 但是默认能关掉吗

5101: 震动感觉不错

5102: 还能切换视角 大家试一试

5103: 嗯还不错，渣操作也能玩哈哈

5104: 这游戏道具设置的不错啊

5105: 我喜欢火凤凰

5106: 话说汽车人有擎天柱就更棒了

5107: 我爱大黄蜂！

5108: 变形金刚还能变身呢！太赞了！

5109: 还有变形金刚？爽

5110: 里面的赛车都好棒啊

5111: 能玩很久的好玩的赛车手游

5112: 玩法好有特色啊

5113: 赛车游戏的经典！

5114: １进游戏听到音乐我就ＨＩＧＨ了

5115: 新手上路多多指教啊

5116: 对这个游戏期待很高啊！

5117: 邓超的头像太帅了～

5118: 高端大气上档次，低调奢华玩车神

5119: 现在已经忽略了手机里的其他游戏

5120: 我想要豪车

5121: 因为车神还专门去看了一遍running man

5122: 居然有一次做梦也跑了好几轮

5123: 最近和哥们联系过密，多半因为车神啊

5124: 已经推荐给很多朋友下载

5125: 果然没有让我失望

5126: 身边的都人都在玩，我也下载一个试试

5127: 能领礼包吗？

5128: 每晚奋战的后半夜，难以入眠啊

5129: 额，先赞一个，不过就是金币有点难赚

5130: 操，垃圾游戏，后面的关卡不花钱就玩不过去，操。

5131: 垃圾买不了车充值还闪退

5132: 女朋友竟然比我还入迷

5133: 真的很好玩思密达

5134: 玩车神的我，经常忽略了偶地女盆友

5135: 现在已经爱不释手了

5136: 加速的效果真的是炫酷啊

5137: 无聊ing….玩车神就对了

5138: 画面简直非常炫酷啊

5139: 我为车神代言

5140: 不玩我是车神，你就out了。

5141: 赛车游戏哪家强？我是车神数最强。

5142: 上班开小差我也得跑一圈

5143: 奔跑吧大兄弟，游戏效果不错，操作简单

5144: 宝哥画的好帅 哈哈哈

5145: 我家超哥就是帅~

5146: 好评，跑的太过瘾了

5147: 说好的陈赫呢，好男人就是我

5148: 撕名牌，100个，这得撕多久啊

5149: 哈哈哈，决战首尔，各种一片大树，一片小人

5150: 我家BABY的声音啊，有点伤不起

5151: 我跑了半天，各种赢也烦啊

5152: 卧槽，能不能行啊？又他妈打不开了。什么情况啊
